Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenteren en vastleggen van informatie,http://data.europa.eu/esco/skill/b32ef8a5-e3f7-40ef-8b40-913c003e1f4e,"voorbereiden van financiële documenten, dossiers, verslagen en begrotingen","Preparing and maintaining records and standardized reports on transactions, sales, financial information and budgets.","Examples:
- prepare financial auditing reports
- maintain financial records

Excludes:
- write reports or documents requiring drafting of original text
",S,S2,S2.2,S2.2.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenteren en vastleggen van informatie,http://data.europa.eu/esco/skill/b975836b-d9b9-4724-88da-9a82b856e74b,optekenen van juridische informatie,Recording information and preparing standardized documentation and reports on legal matters.,"Examples:
- record court proceedings

Excludes:
- write reports or documents requiring drafting of original text
",S,S2,S2.2,S2.2.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/325a3d29-a235-4182-9128-782c0f4b2dcc,documenteren en vastleggen van informatie,http://data.europa.eu/esco/skill/c1bd0ed6-053c-4703-981e-eaec5e57de18,onderhouden en voorbereiden van medische documentatie,"Maintaining health and medical records, and preparing standardized reports on health status, medical conditions, or medical test results.","Examples:
- maintain treatment records

Excludes:
- write reports or documents requiring drafting of original text
",S,S2,S2.2,S2.2.4
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,,,Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.,"Excludes:
- Using ICT tools to analyse and process data.",S,S2,S2.7
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,analyseren en evalueren van informatie en gegevens,Examining data or facts to determine appropriate actions or recommendations; comparing and critically evaluating the credibility and reliability of sources of data; making and defending judgements based on internal evidence and external criteria.,"Excludes:
- Using ICT tools to analyse and process data.",S,S2,S2.7,S2.7.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,beoordelen van grond en onroerend goed,"Assessing the suitability of land or buildings for future sale, use, development or conservation and estimating their value.","Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Conduct environmental site assessments
- Survey sites for pipeline installation
- Value properties",S,S2,S2.7,S2.7.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/7e153e1d-2b12-43ad-89f3-0cf82ebc4a30,uitvoeren van risicoanalyse en -beheer,"Identify and assess factors that may have negative financial consequences, jeopardise the success of a project or activity, expose individuals to danger, cause damage to property and equipment or threaten an organisation's functioning. Implement procedures to avoid or minimise their impact.","Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Draw up risk assessment
- Apply risk management processes",S,S2,S2.7,S2.7.5
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analyseren van wetenschappelijk en medische gegevens,Analysing data and evaluating information collected from scientific and medical tests and investigations.,"Excludes:
- Using ICT tools to analyse and process data.
- Analysing and testing samples

Examples:
- Interpret haematological test results
- Analyse environmental data",S,S2,S2.7,S2.7.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/d94e1143-3a3a-4f6a-a881-df93bf56cf23,analyseren van financiële en economische gegevens,Analysing and evaluating information and data on finances and on economic and market trends.,"Excludes:
- Risk analysis
- Using ICT tools to analyse and process data.

Examples:
- Forecast economic trends
- Prepare financial projections
- Consult credit scores",S,S2,S2.7,S2.7.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,analyseren van bedrijfsactiviteiten,Analysing and evaluating information and data on production and business operations.,"Excludes:
- Using ICT tools to analyse and process data.

Examples:
- Perform business analysis
- Conduct feasibility studies",S,S2,S2.7,S2.7.4
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,analyseren en evalueren van informatie en gegevens,http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909,"evalueren van systemen, programma's, apparatuur en producten","Evaluating and analysing information on the performance of systems, processes, practices, programmes, equipment or products.","Excludes:
- Using ICT tools to analyse and process data.
- Testing equipment and products

Examples:
- Evaluate education programmes
- Evaluate nursing care
- Execute ICT audits",S,S2,S2.7,S2.7.6
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,verwerken van informatie,,,"Inputting, recording, transcribing and updating data using electronic or manual information systems.","Excludes:
- Skills in the use of specific ICT tools to process data",S,S2,S2.4
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,verwerken van informatie,http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,verzamelen van informatie uit fysieke en elektronische bronnen,"Collecting, compiling or gathering information from digital, paper or other sources.","Examples:
- collect customer data
- gather reference materials
- obtain financial information

Excludes:
- Skills in the use of specific ICT tools to process data
",S,S2,S2.4,S2.4.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,verwerken van informatie,http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087,verwerken van informatie,"Inputting, recording, transcribing and updating data using electronic or manual information systems.","Excludes:
- Skills in the use of specific ICT tools to process data",S,S2,S2.4,S2.4.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,verwerken van informatie,http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,invoeren en omzetten van informatie,Entering and transforming information in electronic or other information systems.,"Examples:
- format documents
- transcribe data
- input data into computers

Excludes:
- skills in the use of specific ICT tools to process data
- perform mathematical calculations
",S,S2,S2.4,S2.4.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/82c084ea-15e9-4d55-98dc-ede0f767baee,informatievaardigheden,,,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/82c084ea-15e9-4d55-98dc-ede0f767baee,informatievaardigheden,http://data.europa.eu/esco/skill/cd9c487e-09ad-4b82-854b-118feb01f2ed,informatievaardigheden,"Collecting, storing, monitoring, and using information; Conducting studies, investigations and tests; maintaining records; managing, evaluating, processing, analysing and monitoring information and projecting outcomes.",,S,S2,S2.0,S2.0.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/8a57f720-70b3-41de-877c-7d723977dc88,meten van fysieke eigenschappen,,,"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.",,S,S2,S2.5
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/8a57f720-70b3-41de-877c-7d723977dc88,meten van fysieke eigenschappen,http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,meten van afmetingen en bijbehorende eigenschappen,"Measuring the dimensions, density and other physical properties of objects, materials, people, and spaces.","Examples:
- measure interior space
- measure the human body for wearing apparel
- measure water depth",S,S2,S2.5,S2.5.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/8a57f720-70b3-41de-877c-7d723977dc88,meten van fysieke eigenschappen,http://data.europa.eu/esco/skill/347aa7ee-b640-41cc-ae7c-3c5eafda9fda,meten van fysieke eigenschappen,"Measuring the dimensions, weight, density and other physical properties of objects, materials and spaces.",,S,S2,S2.5,S2.5.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/8a57f720-70b3-41de-877c-7d723977dc88,meten van fysieke eigenschappen,http://data.europa.eu/esco/skill/5dbb69d2-9e1b-4e0f-b8c0-0bac709729cf,wegen,Measuring the weight of objects and people.,"Examples:
- weigh merchandise",S,S2,S2.5,S2.5.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,,,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",,S,S2,S2.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/316df5b7-31c4-4f4e-ae69-aad1b873b995,interpreteren van technische documentatie en diagrammen,"Reading and interpreting documentation such as blueprints, electrical wiring diagrams, architectural plans.","Examples:
- read blueprints 
- interpret electrical diagrams",S,S2,S2.1,S2.1.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren,"Conducting research studies, investigations or surveys to increase knowledge and understanding within the academic or business field.","Examples:
- Conduct public surveys
- Conduct literature research

Excludes:
- Detect financial crime
- Investigate road accidents",S,S2,S2.1,S2.1.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d,uitvoeren van studies en onderzoeken,"Conducting studies, investigations, and examinations to increase knowledge and understanding, diagnose problems or identify needs and requirements.",,S,S2,S2.1,S2.1.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/c4376e35-add7-43a0-8b2e-f5741f0df8fe,forensisch en politie-onderzoek verrichten,"Performing police or forensic investigations to increase knowledge related to crime. ","Examples:
- examine crime scenes
- perform drug investigations

Excludes:
- conduct psychological research ",S,S2,S2.1,S2.1.4
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/c5b71c57-6f78-4c54-b332-ec75848f1095,uitvoeren van studies en onderzoeken,http://data.europa.eu/esco/skill/d700aa7a-0ed8-4967-a32c-4cb6075ab3b9,diagnosticeren van gezondheidsaandoeningen,"Examining patients, deceased persons or animals to diagnose physical and mental illnesses, injuries and medical conditions.","Examples:
- diagnose heart conditions
- diagnose mental disorders 
- interpret medical images
- diagnose nursing care
- assess fish health conditions

Excludes:
- analyse and interpret medical test results

",S,S2,S2.1,S2.1.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/dddd229b-61e1-480d-80d6-d9d9ee9b5f54,beheren van informatie,,,"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.","Examples:
- Manage digital archives
- Oversee record management
- Organise information",S,S2,S2.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/dddd229b-61e1-480d-80d6-d9d9ee9b5f54,beheren van informatie,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,beheren van informatie,"Setting up and managing manual or electronic systems for storing , selecting, organizing, retrieving, distributing and safeguarding information.","Examples:
- Manage digital archives
- Oversee record management
- Organise information",S,S2,S2.3,S2.3.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,berekenen en inschatten,,,Performing mathematical calculations and estimating the results of an action or a series of actions.,,S,S2,S2.6
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,berekenen en inschatten,http://data.europa.eu/esco/skill/47b0d855-ea3c-45e9-8dcf-0e12e62261c4,berekenen en inschatten,Performing mathematical calculations and estimating the results of an action or a series of actions.,,S,S2,S2.6,S2.6.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,berekenen en inschatten,http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,schatten van benodigde middelen,"Calculating and estimating the costs and volumes of human and physical resources required to undertake projects, repairs or other tasks.","Examples:
- estimate restoration costs
- forecast production quantities",S,S2,S2.6,S2.6.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,berekenen en inschatten,http://data.europa.eu/esco/skill/f55fac09-92a2-4a88-9a96-ee9fb5b18519,vaststellen van waarden van goederen en diensten,Determining or estimating values or prices of goods or services.,"Examples:
- estimate value of used goods",S,S2,S2.6,S2.6.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/0a2d70ee-d435-4965-9e96-702b2fb65740,informatievaardigheden,http://data.europa.eu/esco/skill/e173eaf8-c99b-405a-b0ac-0e02ce3c268d,berekenen en inschatten,http://data.europa.eu/esco/skill/f5f15f9c-6334-4728-8dc5-3a20a00dfc37,uitvoeren van berekeningen,"Performing mathematical calculations on financial, spatial, scientific or other data with or without the used of electronic tools.","Examples:
- calculate dividends
- calculate wages
- estimate consumption of water",S,S2,S2.6,S2.6.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,,,,,"Using computers and other digital tools to develop, install and maintain ICT software and infrastructure and to browse, search, filter, organise, store, retrieve, and analyse data, to collaborate and communicate with others, to create and edit new content.","Excludes:
- Systems analysis
- Installing, maintaining and repairing computer hardware",S,S5
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,toegang tot en analyseren van digitale gegevens,,,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",,S,S5,S5.5
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/258fea29-09db-4918-8235-0d7d529cd31c,doorzoeken en filteren van digitale gegevens,"Articulating information needs, searching for data, information and content in digital environments, accessing and navigating them. Creating and updating personal search strategies.","Examples:
- Use search engines 
- Carry out internet research
- Conduct search engine optimisation",S,S5,S5.5,S5.5.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,toegang tot en analyseren van digitale gegevens,"Using digital tools to browse, search, filter, organise, store, retrieve, and analyse data, information and digital content, to collaborate and communicate with others, and create and edit new content.",,S,S5,S5.5,S5.5.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/28d2ab6c-38a2-476e-85fe-7982fd242943,toegang tot en analyseren van digitale gegevens,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"digitale gegevens verzamelen, beheren en bewaren","Using digital tools to organise, gather, store, retrieve, and archive data, information and digital content.","Examples:
- Create digital files 
- Digitise documents
- Use spreadsheet software
- Perform data cleansing",S,S5,S5.5,S5.5.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,opzetten en beveiligen van computersystemen,,,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/0b9968af-72de-470a-98e1-2d19577443fb,oplossen van computerproblemen,Identifying technical problems with ICT systems and devices and performing actions to solve the problems.,"Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Troubleshoot website
- Implement ICT recovery system",S,S5,S5.2,S5.2.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/185c56ee-098f-46a1-af87-56337085da6f,beschermen van ict-apparaten,"Making use of tools and methods to protect and maximize security of ICT devices and information by controlling access, such as by requiring passwords, digital signatures, and biometric identification, and by protecting systems through the use of software.","Examples:
- Remove computer virus or malware form a computer 
- Implement a firewall 
- Use back-up and recovery tools",S,S5,S5.2,S5.2.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/24aa32e7-5b7c-42fd-b045-11f0c3d9b6e3,opzetten en beveiligen van computersystemen,"Setting up, protecting and resolving problems with computer systems, networks, or similar information systems.",,S,S5,S5.2,S5.2.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,opzetten en beveiligen van computersystemen,http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,opzetten van computersystemen,"Setting up computers, networks, or similar information systems. Installing computer software, and configuring computer networks.","Excludes:
- Installing, maintaining and repairing computer hardware

Examples:
- Align software with system architectures
- Install software
- Install operating system",S,S5,S5.2,S5.2.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/842ebeb2-d252-4bde-98fe-e0463f7009db,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,,,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine",S,S5,S5.7
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/842ebeb2-d252-4bde-98fe-e0463f7009db,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,gebruikmaken van digitale hulpmiddelen voor de besturing van machines,Issuing commands to computer controlled machines and equipment by despatching the appropriate data and input.,"Excludes:
- Writing computer code and programmes
- Resolving computer problems.

Examples:
- Enter commands, instructions, or specifications into CNC equipment
- Set up the controls of a machine",S,S5,S5.7,S5.7.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/243eb885-07c7-4b77-ab9c-827551d83dc4,werken met computers,http://data.europa.eu/esco/skill/cacc62f3-2df4-4cc3-9d5d-0d014db56bd9,"gebruikmaken van digitale hulpmiddelen voor samenwerking, contentcreatie en probleemoplossing",,,"Using ICT software and hardware to collaborate and communicate with others, creating and editing new content (from word processing to images and video) and solving conceptual, technical and practical problems.","Excludes:
- Computer programming
- Resolving computer problems",S,S5,S5.6
