Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note,Level 0 code,Level 1 code,Level 2 code,Level 3 code
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,verkrijgen van mondelinge informatie,,,Asking questions and listening to others to obtain information.,,S,S1,S1.7
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,verkrijgen van mondelinge informatie,http://data.europa.eu/esco/skill/07f47dea-587c-40c0-990a-6c092cc3e6a4,interviewen,"Interacting verbally in a formal way, usually using structured questioning, to collect information, determine opinions, or determine suitability of individuals for jobs, roles or tasks.","Examples:
- adhere to questionnaires
- interview insurance claimants
- interrogate individuals",S,S1,S1.7,S1.7.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,verkrijgen van mondelinge informatie,http://data.europa.eu/esco/skill/31397e38-43b9-43ba-943f-192b834e6b54,verkrijgen van mondelinge informatie,Asking questions and listening to others to obtain information.,,S,S1,S1.7,S1.7.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,verkrijgen van mondelinge informatie,http://data.europa.eu/esco/skill/d46193e0-be7d-4a90-91cc-4caba78e19d0,overleggen met anderen om behoeften in kaart te brengen,"Engaging in discussions in order to identify expectations, requirements, desires, needs and problems of clients, co-workers, students and others.","Examples:
- identify customer objectives
- interact with users to gather requirements",S,S1,S1.7,S1.7.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,verkrijgen van mondelinge informatie,http://data.europa.eu/esco/skill/d7d2a468-587b-4a03-a305-e0a399ba69e6,luisteren en vragen stellen,"Listen carefully to what other people say, patiently understanding points being made, formulating and asking appropriate questions, without interrupting at inappropriate times.","Examples:
- use questioning techniques
- listen actively",S,S1,S1.7,S1.7.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/85b379e7-e0b7-48b8-baa7-631f50a7cdd5,"communicatie, samenwerking en creativiteit",,,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.","Excludes:
- Communication or interaction with animals",S,S1,S1.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/85b379e7-e0b7-48b8-baa7-631f50a7cdd5,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"communicatie, samenwerking en creativiteit","Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.","Excludes:
- Communication or interaction with animals",S,S1,S1.0,S1.0.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,gebruikmaken van meer dan één taal,,,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- skills and knowledge related to a specific language or dialect.",S,S1,S1.15
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,gebruikmaken van vreemde talen,"Communicating with others in one or more foreign languages or dialects, in spoken or written forms.","Examples:
- employ foreign languages in care
- communicate commercial and technical issues in foreign languages
- speak dialect

Excludes:
- skills and knowledge related to a specific language or dialect.

",S,S1,S1.15,S1.15.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/0c92c33c-2859-4705-87ae-4fdd71d0f8f6,gebruikmaken van meer dan één taal,"Using more than one language or dialect to communicate verbally or in written form, or to translate from one language to another.","Excludes:
- Skills and knowledge related to a specific language or dialect.",S,S1,S1.15,S1.15.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/8bbdf1f1-e943-45fc-af2f-1446cbd88245,gebruikmaken van meer dan één taal,http://data.europa.eu/esco/skill/64aeee4d-3791-4448-8ed8-9b49ad04f2fb,vertalen en tolken,"Translate one language into another language in written or spoken form. Match words and expressions with their corresponding brothers in other languages, while making sure that the message and nuances of the original text are preserved.","Examples:
- translate spoken language
- translate texts
- interpret languages in conferences

Excludes:
- skills and knowledge related to a specific language or dialect.
",S,S1,S1.15,S1.15.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,optreden en vermaken,,,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,optreden en vermaken,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92,uitvoeren van artistieke en culturele activiteiten,"Performing, practising or rehearsing music, dance, drama, ceremonies or other types of performance (excluding athletic performance) for a live audience, or as part of a recording session.","Examples:
- perform dance or music
- tell stories
- perform music in a recording studio 
- perform religious ceremonies
- rehearse performances

Excludes:
- participate in sports performances
- perform stunts

",S,S1,S1.14,S1.14.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,optreden en vermaken,http://data.europa.eu/esco/skill/3bf93195-5239-4f73-94a6-349be598d462,optreden en vermaken,Undertaking activities to entertain an audience or improve personal abilities.,,S,S1,S1.14,S1.14.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,optreden en vermaken,http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,uitvoeren van spelactiviteiten,Carrying out gaming operations in gambling establishments and participating in gambling games.,"Examples:
- conduct gambling games",S,S1,S1.14,S1.14.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/ac88053e-c9b5-43cf-ace1-f506bcfdc8cb,optreden en vermaken,http://data.europa.eu/esco/skill/f4346da3-f6b2-4389-8a67-7c443b7e1609,beoefenen van sport,"Performing and practising athletic activities for fitness, competition, or artistic purposes.","Examples:
- participate in athletic events
- perform stunts
- participate in physical training",S,S1,S1.14,S1.14.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,,,"Developing alliances, contacts or partnerships, and exchanging information with others.",,S,S1,S1.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,http://data.europa.eu/esco/skill/0a4c5823-8b09-4e6b-95b4-8036ef3b9c4c,behartigen van individuele en gemeenschapsbelangen,"Delivering arguments in favour of something, such as a cause, idea, or policy, to benefit another person or a community.","Excludes:
- Promoting goods and services
- Representing clients in legal proceeding

Examples:
- Advocate for healthcare users' needs
- Promote service users' rights
- Influence legislators",S,S1,S1.2,S1.2.4
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,http://data.europa.eu/esco/skill/848c0306-8cbe-4693-a275-d99807c0173c,contacten onderhouden en netwerken,"Developing alliances, contacts or partnerships, and exchanging information with others.",,S,S1,S1.2,S1.2.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,ontwikkelen van professionele relaties en netwerken,"Developing alliances, contacts or partnerships with colleagues, clients and stakeholders.","Examples: 
- develop communication networks with shipping sites
- develop professional network
- maintain relationship with suppliers",S,S1,S1.2,S1.2.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,http://data.europa.eu/esco/skill/a19c5139-1250-4a60-9c31-a3243cca06cc,communiceren met collega’s en klanten,"Communicating with colleagues, clients and other outside groups to disseminate information on operational matters, problems and activities. ","Examples:
- Brainstorm ideas
- Contact customers

Excludes:
- Cooperate with professionals
- Liaise with politicians",S,S1,S1.2,S1.2.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b76cd1e5-d5e7-464a-b7bb-4164d3616452,contacten onderhouden en netwerken,http://data.europa.eu/esco/skill/af84405b-896d-4ed3-9462-077ea9a2a188,samenwerken en contacten onderhouden,"Reaching out to outside agencies, clients and other organisational units to facilitate exchange of information. Collaborating and engaging with external and internal agencies and departments to adapt the timing and nature of the activities.","Examples: 
- contact event speakers
- liaise with auditors",S,S1,S1.2,S1.2.5
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoten, verkopen en inkopen",,,"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.","Excludes:
- Trading and other skills involving buying and selling",S,S1,S1.6
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoten, verkopen en inkopen",http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238,kopen van goederen en diensten,"Buying and ordering goods, services and supplies.","Excludes:
- Performing financial transactions

Examples:
- Buy advertising space
- Order construction supplies
- Procure electrical machinery
- Purchase fruits and vegetables",S,S1,S1.6,S1.6.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoten, verkopen en inkopen",http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,verkopen van producten en diensten,"Taking orders for and selling goods or services to individuals, households or enterprises.","Examples:
- sell office equipment
- take room service orders
- deliver a sales pitch
- sell products

Excludes:
- perform financial transactions
",S,S1,S1.6,S1.6.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoten, verkopen en inkopen",http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promoten van producten, diensten en programma's","Promoting, advertising and marketing goods, services, programs or policies.","Examples:
- perform public relations
- advertise new book releases
- conduct mobile marketing
- offer free samples
- promote education programmes",S,S1,S1.6,S1.6.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/b99283cd-b908-4100-baa5-112692ac22b8,"promoten, verkopen en inkopen",http://data.europa.eu/esco/skill/fb01d224-882a-4346-99e2-bfd56f52d09c,"promoten, verkopen en inkopen","Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.","Excludes:
- Trading and other skills involving buying and selling",S,S1,S1.6,S1.6.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692,oplossen van problemen,,,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving",S,S1,S1.9
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692,oplossen van problemen,http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,oplossen van problemen,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving",S,S1,S1.9,S1.9.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692,oplossen van problemen,http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,uitvoeren van nieuwe procedures en processen,"Implementing new business procedures or processes to resolve practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Examples:
- implement transport strategy
- apply crisis intervention

Excludes:
- repair and resolve technical problems with machinery and equipment
- use ICT tools for problem solving
",S,S1,S1.9,S1.9.2
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/be7443ff-0747-43b8-8720-8e87fd34e692,oplossen van problemen,http://data.europa.eu/esco/skill/aca5081a-ceb0-4028-9cc5-1daafd4f86f9,ontwikkelen van oplossingen,"Developing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Examples:
- troubleshoot
- identify improvement actions
- create solutions to problems

Excludes:
- repair and resolve technical problems with machinery and equipment
- use ICT tools for problem solving
",S,S1,S1.9,S1.9.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creëren van artistieke, visuele of leerzame materialen",,,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/775be776-b6ce-4322-a96f-11b2df84ce07,"creëren van artistieke, visuele of leerzame materialen","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",,S,S1,S1.12,S1.12.0
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/a556a3db-cd48-42a5-825c-f95f6f5ccbfe,creëren van visuele displays en decoraties,"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.","Examples:
- create flower arrangements
- set up merchandise displays
- decorate indoor or outdoor spaces
- display merchandise
- design customised maps

Excludes:
- create artistic designs
",S,S1,S1.12,S1.12.1
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/ab99d9a7-62eb-407b-92f2-bf7992a82004,creëren van artistieke ontwerpen en uitvoeringen,"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.","Examples:
- devise choreography
- create sculptures
- design a music show",S,S1,S1.12,S1.12.3
http://data.europa.eu/esco/skill/335228d2-297d-4e0e-a6ee-bc6a8dc110d9,vaardigheden,http://data.europa.eu/esco/skill/dc06de9f-dd3a-4f28-b58f-b01b5ae72ab8,"communicatie, samenwerking en creativiteit",http://data.europa.eu/esco/skill/c85f95ae-34fb-487b-b3d5-10803eee619d,"creëren van artistieke, visuele of leerzame materialen",http://data.europa.eu/esco/skill/d1815c8a-7755-4fe3-bacf-68bb0b6a0b55,ontwerpen van leerzaam materiaal en promotiemateriaal,"Creating and developing materials for instructional, educational, advertising or promotional purposes","Examples:
- design materials for multimedia campaigns
- prepare lesson content
- prepare presentation material",S,S1,S1.12,S1.12.2
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,,,,,,,,,T
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,vaardigheden en competenties voor zelfbeheer,,,,,"Skills and competences requiring individuals to understand and control their own capabilities and limitations and use this self-awareness to manage activities in a variety of contexts. They include the ability to act reflectively and responsibly, to accept feedback, adapting to change and to seek opportunities for personal and professional development.",,T,T3
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,vaardigheden en competenties voor zelfbeheer,http://data.europa.eu/esco/skill/14c41899-0224-4cbc-bd8c-e946ada2da87,efficiënt werken,,,"Achieve objectives independently using optimal amount of time, effort, or cost. ",,T,T3,T3.1
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,vaardigheden en competenties voor zelfbeheer,http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,een positieve houding bewaren,,,"Withstand adversity, demonstrate resilience and find ways to resolve or manage the effects of difficult life events. ","Excludes coping with physical adversity ",T,T3,T3.3
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,vaardigheden en competenties voor zelfbeheer,http://data.europa.eu/esco/skill/91860993-1a8b-4473-91f3-600aa1924bd0,een proactieve aanpak hanteren,,,Accept responsibilities for managing activities and adopt a forward-looking approach to anticipate problems but also identify opportunities.,,T,T3,T3.2
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/021a23e1-907e-4627-b05a-555f889cbb65,vaardigheden en competenties voor zelfbeheer,http://data.europa.eu/esco/skill/f5c9eef3-0495-4747-9519-d71a58d252bd,de bereidheid tonen om te leren,,,Show a positive attitude towards new and challenging demands and take steps to learn from difficulties.,,T,T3,T3.4
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/12022223-8c30-418a-8f83-658396c9fec2,fysieke en handmatige vaardigheden en competenties,,,,,"Skills and competences relating to the ability to perform tasks and activities requiring manual dexterity, agility and/or bodily strength. This is demonstrated by carrying out tasks and activities in demanding or hazardous environments requiring endurance or stamina. These tasks and activities may be carried out by hand, with other direct physical intervention, or by using equipment, tools or technology (such as ICT devices, machinery, craft or musical instruments) which requires guidance, movement or force.",,T,T5
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/12022223-8c30-418a-8f83-658396c9fec2,fysieke en handmatige vaardigheden en competenties,http://data.europa.eu/esco/skill/ccb6db6a-8538-431c-b740-5f241bdb71cf,objecten en apparatuur bedienen en besturen,,,"Move or lift objects, or use equipment, tools or technology with precision.",,T,T5,T5.1
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/12022223-8c30-418a-8f83-658396c9fec2,fysieke en handmatige vaardigheden en competenties,http://data.europa.eu/esco/skill/e52389a2-1a05-45b0-8db3-4bda0f0c0b48,inspelen op fysieke omstandigheden,,,React and adapt to changing or hazardous physical conditions.,Excludes coping with mental or psychological adversity.,T,T5,T5.2
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,levensvaardigheden en -competenties,,,,,"Skills and competences relating to the ability to process and use knowledge and information which has transversal significance and facilitates active citizenship. They comprise the areas of health, environment, civic engagement, culture, finance and the application of general knowledge.",,T,T6
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,levensvaardigheden en -competenties,http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,gezondheidsvaardigheden en -competenties toepassen,,,"Care for own and others’ mental and physical well-being and apply basic health standards, including hygiene. Obtain and use health information, and identify and access services and agencies that offer healthcare and guidance. Manage the negative effects of chronic health conditions.",The skills and competences under this heading address the ability to care for own and others’ mental and physical well-being.,T,T6,T6.1
http://data.europa.eu/esco/skill/04a13491-b58c-4d33-8b59-8fad0d55fe9e,transversale vaardigheden en competenties,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,levensvaardigheden en -competenties,http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,algemene kennis toepassen,,,"Access and apply basic knowledge related to science, technology and engineering, to social sciences and humanities and to philosophy, ethics and religion.",Skills and competences includes under this heading can be acquired either as part of a formal qualification or in non-formal and informal settings.,T,T6,T6.6
